id|name|images|tags|active|quantity|category|meta-title|商品编号：|价格：|品牌：|重量：|评价：|购买数量：|商品总价：|na|产地：|促销价:|剩余时间：|desc|
1030|台湾小磨坊 庙口小吃香辣蒸肉粉|http://www.chishenghuo.com/eimages/images/201410/goods_img/1030_P_1414707816571.jpg|台湾小磨坊`庙口小吃香辣蒸肉粉`调味`酱料`卤包`海味`调味`养生`休闲零食|1|100|调料汤底`吃货世界|台湾小磨坊 庙口小吃香辣蒸肉粉|maya-YL-0390|2.59|小磨坊|110| (已有0人评论)|减少数量 增加数量||na|中华|||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141031/1414707806630142.jpg" title="台湾小磨坊 香辣蒸肉粉.jpg"></p><p><br></p>|
1032|韩国LEADERS INSOLUTION针管系列 除痘补水修复面膜单片25ML|http://www.chishenghuo.com/eimages/images/201410/goods_img/1032_P_1414772390693.jpg|韩国LEADERS`INSOLUTION针管系列`除痘补水修复面膜单片25ML`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|韩国LEADERS INSOLUTION针管系列 除痘补水修复面膜单片25ML|maya-BL-2564|3.50|LEADERS INSOLUTION|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414772365632160.jpg" style="" title="韩国LEADERS INSOLUTION针管系列 除痘补水修复面膜单片25ML2.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414772365331697.jpg" style="" title="韩国LEADERS INSOLUTION针管系列 除痘补水修复面膜单片25ML1.jpg"></p><p><br></p>|
1033|韩国LEADERS INSOLUTION针管系列 冰河保湿修护面膜单片25ML|http://www.chishenghuo.com/eimages/images/201410/goods_img/1033_P_1414772520438.png|韩国LEADERS`INSOLUTION针管系列`冰河保湿修护面膜单片25ML`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|韩国LEADERS INSOLUTION针管系列 冰河保湿修护面膜单片25ML|maya-BL-2571|3.50|LEADERS INSOLUTION|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/images/image/92891414772516.jpg" title="韩国LEADERS INSOLUTION针管系列 冰河保湿修护面膜单片25ML1.jpg"></p><p><br></p><p><strong style="color: rgb(0, 0, 255); font-family: 微软雅黑; font-size: 12px; line-height: 18px; text-align: center; white-space: normal;"><span style="font-size: medium;">天然纤维制造的面膜，温和呵护肌肤，缔造健康润滑的肤质。<br><br><span style="font-family: 宋体;"><span style="font-family: Gulim;"><span style="font-family: 宋体;"><span style="font-family: Gulim;">阿尔卑斯山冰河水</span></span>，</span></span>为肌肤带来源源不绝的水能量，维持肌肤水油平衡，使肌肤持久水水嫩嫩。<br><span style="font-family: 宋体;"><span style="font-family: Gulim;"><br></span></span><span style="font-family: 宋体;"><span style="font-family: Gulim;">腺苷成分带给肌肤</span></span>水分与营养，增强肌肤的弹力，打造活力细致的肌肤。<br><br><span style="font-family: 宋体;"><span style="font-family: Gulim;">不含苯甲酸酯、</span></span><span style="font-family: 宋体;"><span style="font-family: Gulim;">不含矿物质油、不含硅、不含人工色素</span></span>。</span></strong></p><p><br></p>|
1034|韩国LEADERS INSOLUTION针管系列 焕采净白修复面膜单片25ML|http://www.chishenghuo.com/eimages/images/201410/goods_img/1034_P_1414772652515.jpg|韩国LEADERS`INSOLUTION针管系列`焕采净白修复面膜单片25ML`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|韩国LEADERS INSOLUTION针管系列 焕采净白修复面膜单片25ML|maya-BL-2588|2.50|LEADERS INSOLUTION|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/images/image/38401414772649.jpg" title="韩国LEADERS INSOLUTION针管系列 焕采净白修复面膜单片25ML1.jpg"></p><p><br></p><p><br></p><p style="margin-top: 1.12em; margin-bottom: 1.12em; padding: 0px; cursor: default; color: rgb(51, 51, 51); white-space: normal; font-family: tahoma, arial, 宋体, sans-serif; font-size: 14px; line-height: 21px; text-align: center;"><span style="font-family:Verdana">推荐肌肤：</span></p><p style="margin-top: 1.12em; margin-bottom: 1.12em; padding: 0px; cursor: default; color: rgb(51, 51, 51); white-space: normal; font-family: tahoma, arial, 宋体, sans-serif; font-size: 14px; line-height: 21px; text-align: center;"><span style="font-family:Verdana">暗沉肌肤眼部周围较暗沉部分及雀斑肌肤</span></p><p style="margin-top: 1.12em; margin-bottom: 1.12em; padding: 0px; cursor: default; color: rgb(51, 51, 51); white-space: normal; font-family: tahoma, arial, 宋体, sans-serif; font-size: 14px; line-height: 21px; text-align: center;"><span style="font-family:Verdana">失去原先光彩的暗色肌肤</span></p><p style="margin-top: 1.12em; margin-bottom: 1.12em; padding: 0px; cursor: default; color: rgb(51, 51, 51); white-space: normal; font-family: tahoma, arial, 宋体, sans-serif; font-size: 14px; line-height: 21px; text-align: center;"><span style="font-family:Verdana">因年龄或是环境影响而容易疲倦的肌肤</span></p><p style="margin-top: 1.12em; margin-bottom: 1.12em; padding: 0px; cursor: default; color: rgb(51, 51, 51); white-space: normal; font-family: tahoma, arial, 宋体, sans-serif; font-size: 14px; line-height: 21px; text-align: center;"><span style="font-family:Verdana">产品特性：</span></p><p style="margin-top: 1.12em; margin-bottom: 1.12em; padding: 0px; cursor: default; color: rgb(51, 51, 51); white-space: normal; font-family: tahoma, arial, 宋体, sans-serif; font-size: 14px; line-height: 21px; text-align: center;"><span style="font-family:Verdana">恢复因压力、年龄、环境等因素失去的明亮洁净的肌肤基调</span></p><p style="margin-top: 1.12em; margin-bottom: 1.12em; padding: 0px; cursor: default; color: rgb(51, 51, 51); white-space: normal; font-family: tahoma, arial, 宋体, sans-serif; font-size: 14px; line-height: 21px; text-align: center;"><span style="font-family:Verdana">有效的亮白配方提供明亮净白的效果并抑制黑色素成长</span></p><p style="margin-top: 1.12em; margin-bottom: 1.12em; padding: 0px; cursor: default; color: rgb(51, 51, 51); white-space: normal; font-family: tahoma, arial, 宋体, sans-serif; font-size: 14px; line-height: 21px; text-align: center;"><span style="font-family:Verdana">对干燥疲惫的肌肤提供水分和光彩</span></p><p style="margin: 0px auto; padding: 0px; cursor: default; color: rgb(51, 51, 51); font-family: 微软雅黑; font-size: 12px; line-height: 18px; white-space: normal; text-align: center;"><span style="font-size: 14px; line-height: 1.5; font-family: verdana;">不含苯/皮肤科测试完成</span></p><p><br></p>|
1035|韩国LEADERS INSOLUTION针管系列 除皱紧致修复面膜单片25ML|http://www.chishenghuo.com/eimages/images/201410/goods_img/1035_P_1414773634843.jpg|韩国LEADERS`INSOLUTION针管系列`除皱紧致修复面膜单片25ML`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|韩国LEADERS INSOLUTION针管系列 除皱紧致修复面膜单片25ML|maya-BL-2595|2.50|LEADERS INSOLUTION|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414773632632665.jpg" title="韩国LEADERS INSOLUTION针管系列 除皱紧致修复面膜25ML1.jpg"></p><p><br></p>|
1036|韩国LEADERS INSOLUTION针管系列 芦荟舒缓多效面膜单片25ML|http://www.chishenghuo.com/eimages/images/201410/goods_img/1036_P_1414773907659.jpg|韩国LEADERS`INSOLUTION针管系列`芦荟舒缓多效面膜单片25ML`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|韩国LEADERS INSOLUTION针管系列 芦荟舒缓多效面膜单片25ML|maya-BL-2601|2.50|LEADERS INSOLUTION|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414773904562309.jpg" style="" title="韩国LEADERS INSOLUTION针管系列 芦荟舒缓多效面膜单片25ML2.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414773904587704.jpg" style="" title="韩国LEADERS INSOLUTION针管系列 芦荟舒缓多效面膜单片25ML1.jpg"></p><p><br></p>|
1037|韩国LEADERS INSOLUTION针管系列 胶原蛋白弹力保湿面膜单片25ML|http://www.chishenghuo.com/eimages/images/201410/goods_img/1037_P_1414773967893.jpg|韩国LEADERS`INSOLUTION针管系列`胶原蛋白弹力保湿面膜单片25ML`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|韩国LEADERS INSOLUTION针管系列 胶原蛋白弹力保湿面膜单片25ML|maya-BL-2618|2.50|LEADERS INSOLUTION|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414773947149308.png" title="韩国LEADERS INSOLUTION针管系列 胶原蛋白弹力保湿面膜单片25ML1.png"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414773965788346.jpg" title="韩国LEADERS INSOLUTION针管系列 胶原蛋白弹力保湿面膜单片25ML2.jpg"></p><p><br></p>|
1038|韩国LEADERS INSOLUTION针管系列 茶树控油多效面膜单片25ML|http://www.chishenghuo.com/eimages/images/201410/goods_img/1038_P_1414774167971.jpg|韩国LEADERS`INSOLUTION针管系列`茶树控油多效面膜单片25ML`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|韩国LEADERS INSOLUTION针管系列 茶树控油多效面膜单片25ML|maya-BL-2625|2.50|LEADERS INSOLUTION|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414774163893952.jpg" style="" title="韩国LEADERS INSOLUTION针管系列 茶树控油多效面膜单片25ML2.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414774163224489.jpg" style="" title="韩国LEADERS INSOLUTION针管系列 茶树控油多效面膜单片25ML1.jpg"></p><p><br></p>|
1039|韩国LEADERS INSOLUTION针管系列 维C美白多效面膜单片25ML|http://www.chishenghuo.com/eimages/images/201410/goods_img/1039_P_1414774230450.png|韩国LEADERS`INSOLUTION针管系列`维C美白多效面膜单片25ML`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|韩国LEADERS INSOLUTION针管系列 维C美白多效面膜单片25ML|maya-BL-2793|2.50|LEADERS INSOLUTION|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414774228769634.jpg" style="" title="韩国LEADERS INSOLUTION针管系列 维C美白多效面膜单片25ML2.jpg"></p><p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/bdimages/upload1/20141101/1414774228110172.jpg" style="" title="韩国LEADERS INSOLUTION针管系列 维C美白多效面膜单片25ML1.jpg"></p><p><br></p>|
104|少女时代代言 日本UHA味觉糖E-ma维C木糖醇氨基酸润喉糖 青葡萄味|http://www.chishenghuo.com/eimages/images/201408/goods_img/104_P_1408142640008.jpg|少女时代代言`日本UHA味觉糖E-ma维C木糖醇氨基酸润喉糖`青葡萄味`巧克力`润喉糖`味觉糖`糖果`软糖`巧克力`休闲零食|1|100|甜点零食`吃货世界|少女时代代言 日本UHA味觉糖E-ma维C木糖醇氨基酸润喉糖 青葡萄味|maya-NI-9579|3.49|UHA悠哈|85| (已有1人评论)|减少数量 增加数量||na||||<p>&nbsp;</p><p>&nbsp;</p><h3 style="margin-bottom: 0pt; margin-top: 0pt; padding: 0pt; line-height: 15.75pt; text-align: center;"><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-weight: normal; font-size: 13.5pt; font-family: 方正小标宋_GBK; background-position: initial initial; background-repeat: initial initial;">【</span><span style="color: rgb(60, 60, 60); letter-spacing: 0pt; font-size: 12pt; font-family: Tahoma; background-position: initial initial; background-repeat: initial initial;">日本UHA&nbsp;e-ma悠哈味觉糖维C糖</span><span style="color: rgb(60, 60, 60); letter-spacing: 0pt; font-size: 12pt; font-family: SimSun; background-position: initial initial; background-repeat: initial initial;">】</span><span style="color: rgb(60, 60, 60); letter-spacing: 0pt; font-size: 12pt; font-family: Tahoma; background-position: initial initial; background-repeat: initial initial;">&nbsp;白葡萄口味50g</span><span style="color: rgb(60, 60, 60); letter-spacing: 0pt; font-size: 12pt; font-family: Tahoma;">  <o:p></o:p></span></h3><p class="p15" style="margin-bottom: 11.75pt; margin-top: 11.75pt; padding: 0pt; text-align: center; line-height: 19.5pt; background-position: initial initial; background-repeat: initial initial;"><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 13.5pt; font-family: 方正小标宋_GBK; background-position: initial initial; background-repeat: initial initial;">  <o:p>   &nbsp;  </o:p></span></p><p class="p15" style="margin-bottom: 11.75pt; margin-top: 11.75pt; padding: 0pt; text-align: center; line-height: 19.5pt; background-position: initial initial; background-repeat: initial initial;"><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 13.5pt; font-family: 方正小标宋_GBK; background-position: initial initial; background-repeat: initial initial;">就像真的在吃葡萄一样的多汁口感</span><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 10.5pt; font-family: Tahoma;">  <o:p></o:p></span></p><p class="p15" style="margin-bottom: 11.75pt; margin-top: 11.75pt; padding: 0pt; text-align: center; line-height: 19.5pt; background-position: initial initial; background-repeat: initial initial;"><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 13.5pt; font-family: 方正小标宋_GBK; background-position: initial initial; background-repeat: initial initial;">我們每天都要補充VC哦~尤其女孩子是必須的！</span><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 10.5pt; font-family: Tahoma;">  <o:p></o:p></span></p><p class="p15" style="margin-bottom: 11.75pt; margin-top: 11.75pt; padding: 0pt; text-align: center; line-height: 19.5pt; background-position: initial initial; background-repeat: initial initial;"><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 13.5pt; font-family: 方正小标宋_GBK; background-position: initial initial; background-repeat: initial initial;">如果沒時間吃水果，我們就吃這個吧！</span><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 10.5pt; font-family: Tahoma;">  <o:p></o:p></span></p><p class="p15" style="margin-bottom: 11.75pt; margin-top: 11.75pt; padding: 0pt; text-align: center; line-height: 19.5pt; background-position: initial initial; background-repeat: initial initial;"><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 13.5pt; font-family: 方正小标宋_GBK; background-position: initial initial; background-repeat: initial initial;">可爱的小</span><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 13.5pt; font-family: 方正小标宋_GBK; background-position: initial initial; background-repeat: initial initial;">包装</span><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 13.5pt; font-family: 方正小标宋_GBK; background-position: initial initial; background-repeat: initial initial;">，别致而精巧，愛不釋手啊。</span><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 10.5pt; font-family: SimSun;">  <o:p></o:p></span></p><p class="p15" style="margin-bottom: 11.75pt; margin-top: 11.75pt; padding: 0pt; text-align: center; line-height: 19.5pt; background-position: initial initial; background-repeat: initial initial;"><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 13.5pt; font-family: 方正小标宋_GBK; background-position: initial initial; background-repeat: initial initial;">一開啟，就能聞到超正的水果香味，人性化的開啟，100分</span><span style="color: rgb(64, 64, 64); letter-spacing: 0pt; font-size: 13.5pt; font-family: 方正小标宋_GBK; background-position: initial initial; background-repeat: initial initial;">！</span></p><p class="p15" style="margin-bottom: 11.75pt; margin-top: 11.75pt; padding: 0pt; text-align: center; line-height: 19.5pt; background-position: initial initial; background-repeat: initial initial;"><img src="/images/upload/Image/2222222222222222222222222222222222222222.jpg" width="1121" height="584" alt=""></p><p style="text-align: center;">&nbsp;</p>|
1040|韩国LEADERS INSOLUTION 西兰花镇静补水精华果冻面膜|http://www.chishenghuo.com/eimages/images/201410/goods_img/1040_P_1414775341477.jpg|韩国LEADERS`INSOLUTION`西兰花镇静补水精华果冻面膜`面膜贴`冻膜`眼膜`护肤``保养``清洁`美妆馆|1|100|护肤保养`美妆天地|韩国LEADERS INSOLUTION 西兰花镇静补水精华果冻面膜|maya-EYM001040|2.50|LEADERS INSOLUTION|0| (已有0人评论)|减少数量 增加数量||na||||<p style="text-align: center"><img src="http://www.chishenghuo.com/eimages/images/image/48321414774724.jpg" title="韩国LEADERS INSOLUTION 西兰花镇静补水精华果冻面膜1.jpg"></p><p><br></p><p><br></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">西兰花紧致补水</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: Tahoma, sans-serif;color: rgb(146, 208, 80)">&nbsp;</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">面膜以蔬菜水果为原料，</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">运用发酵技术提取原料精华，</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">贴</span><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">30-40分钟依然很水</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">每个人的肤质吸收不一样，可以根据个人肤质吸收来决定敷面膜的时间</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">面膜贴材质是</span><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">QQ的椰肉成分，果冻状的凝胶面膜很贴合皮肤</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: Tahoma, sans-serif;color: rgb(146, 208, 80)">&nbsp;</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: Tahoma, sans-serif;color: rgb(146, 208, 80)">&nbsp;</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">中间那一层才是真正的面膜，</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">先把里面揭掉后把面膜敷在脸上，</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">在把外面一层揭掉一层即可，</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">接下来的里外两层膜可以用来敷手或颈部。</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">&nbsp;</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: Tahoma, sans-serif;color: rgb(146, 208, 80)">&nbsp;</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><strong><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">使用方法</span></strong></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">洁面</span><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">-爽肤水后 把面膜取出，比较Q的那面贴在脸上，除掉膜片</span></p><p style="margin: 18px 0in;padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;white-space: normal;text-align: center;line-height: 24px"><span style="font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">30-40分钟后取下，轻拍脸部让精华吸收</span></p><p style=";padding: 0px;cursor: default;color: rgb(51, 51, 51);font-family: 微软雅黑;font-size: 12px;line-height: 18px;white-space: normal"><span style="text-align: center;font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 然后再涂上乳液</span><span style="text-align: center;font-size: 19px;line-height: 37.3333320617676px;font-family: 'Microsoft YaHei', sans-serif;color: rgb(146, 208, 80)">/面霜锁住营养成分即可</span>&nbsp;</p><p><br></p>|
